Batch_ID,Product,Manufacturing_Line,Batch_Date,Year,Operator_Team,Temperature_C,Humidity_Percent,Mixing_Speed_RPM,Mixing_Time_Minutes,Production_Time_Hours,API_Assay_Percent,pH,Viscosity_cP,Dissolution_30min_Percent,Yield_Percent,Batch_Status,Failure_Flag,Deviation_Flag,Deviation_Rate_Flag,Deviation_Type,Deviation_Severity
B002848,Antidepressant,Line 1,08-Sep-2024,2024,Team B,20.62,46.09,329.00,38.50,6.92,98.62,6.85,120.70,92.37,93.55,Pass,0,No,0,None,None
B000053,AED,Line 2,22-Feb-2025,2025,Team D,21.37,39.90,286.00,35.50,7.49,99.32,6.96,126.00,88.31,93.54,Pass,0,No,0,None,None
B000643,Antidepressant,Line 3,29-Mar-2025,2025,Team A,21.69,46.27,349.00,47.40,7.12,98.72,6.94,140.00,86.94,93.54,Pass,0,No,0,None,None
B001012,COX-2 Inhibitor,Line 1,28-May-2025,2025,Team A,21.49,49.70,307.00,33.30,5.84,99.46,6.93,127.20,92.09,95.46,Pass,0,No,0,None,None
B002671,COX-2 Inhibitor,Line 2,11-Sep-2024,2024,Team D,21.58,39.20,323.00,35.50,7.59,99.10,6.70,132.80,90.11,95.46,Pass,0,No,0,None,None
B001656,GLP-1 Agonist,Line 3,19-Feb-2025,2025,Team D,22.07,44.58,292.00,42.10,8.15,98.08,7.05,124.30,85.38,93.54,Pass,0,No,0,None,None
B000063,COX-2 Inhibitor,Line 1,13-Jul-2025,2025,Team A,21.61,38.50,344.00,36.80,6.08,99.10,6.63,140.90,91.06,95.47,Pass,0,No,0,None,None
B002210,Antidepressant,Line 1,29-Apr-2025,2025,Team B,22.50,42.49,306.00,47.50,7.15,99.10,6.65,135.60,83.27,93.54,Pass,0,No,0,None,None
B002480,AED,Line 3,12-Apr-2025,2025,Team D,22.39,45.94,311.00,56.50,8.11,99.26,6.95,129.00,86.78,93.54,Failed,1,No,0,None,None
B002687,Antidepressant,Line 1,17-Oct-2025,2025,Team A,22.30,44.65,285.00,52.50,7.64,98.99,6.94,132.10,86.66,93.54,Pass,0,No,0,None,None
B000533,GLP-1 Agonist,Line 2,03-Sep-2025,2025,Team A,20.44,40.06,293.00,51.60,9.06,99.33,7.08,134.90,,93.53,Pass,0,No,0,None,None
B001702,AED,Line 2,22-Oct-2025,2025,Team D,21.83,43.87,318.00,43.70,7.70,98.79,6.95,129.90,85.43,93.53,Pass,0,No,0,None,None
B001703,GLP-1 Agonist,Line 2,26-Oct-2024,2024,Team D,20.63,42.73,304.00,50.40,7.89,98.68,6.90,132.40,85.21,93.53,Failed,1,No,0,None,None
B002076,GLP-1 Agonist,Line 1,24-Nov-2025,2025,Team C,20.67,34.26,285.00,58.00,8.20,98.96,6.90,159.00,82.69,93.53,Pass,0,No,0,None,None
B000285,COX-2 Inhibitor,Line 1,09-Feb-2024,2024,Team D,22.07,46.92,367.00,40.00,6.84,99.05,6.81,118.30,88.01,95.47,Pass,0,No,0,None,None
B002527,AED,Line 1,21-Apr-2024,2024,Team A,19.90,43.37,315.00,42.20,6.84,98.99,6.76,122.20,87.90,93.53,Pass,0,No,0,None,None
B002558,Antidepressant,Line 1,25-Sep-2025,2025,Team C,21.74,43.58,285.00,45.70,7.17,99.19,7.03,127.60,86.19,93.53,Pass,0,No,0,None,None
B002913,GLP-1 Agonist,Line 2,06-Jun-2024,2024,Team C,20.68,45.03,282.00,44.80,8.75,98.85,7.09,121.20,85.24,93.53,Pass,0,No,0,None,None
B000949,AED,Line 3,30-Jun-2024,2024,Team C,21.43,52.69,302.00,51.10,8.00,99.17,7.12,125.70,86.30,93.52,Pass,0,No,0,None,None
B001526,Antidepressant,Line 2,27-Aug-2025,2025,Team D,21.37,32.62,327.00,49.20,6.66,99.15,6.72,129.30,89.20,93.52,Pass,0,No,0,None,None
B002513,Antidepressant,Line 2,28-May-2024,2024,Team B,22.30,45.96,316.00,42.60,7.20,98.99,6.95,125.90,89.08,93.52,Pass,0,No,0,None,None
B000864,COX-2 Inhibitor,Line 2,11-Feb-2025,2025,Team B,23.03,45.90,333.00,33.20,6.58,99.59,6.84,123.00,89.07,95.47,Pass,0,No,0,None,None
B000193,Antidepressant,Line 2,30-Apr-2025,2025,Team B,20.38,35.67,321.00,38.00,7.62,99.31,7.04,136.80,90.51,93.51,Pass,0,No,0,None,None
B000335,Antidepressant,Line 2,10-Dec-2024,2024,Team C,21.23,40.63,298.00,45.90,7.27,99.54,6.83,116.70,86.24,93.51,Pass,0,No,0,None,None
B000650,Antidepressant,Line 3,23-Dec-2025,2025,Team C,22.16,49.62,336.00,46.70,6.41,98.91,6.85,106.80,84.79,93.51,Pass,0,No,0,None,None
B000665,GLP-1 Agonist,Line 1,20-Sep-2024,2024,Team B,22.48,35.33,323.00,43.30,7.15,99.19,6.86,135.00,87.16,93.51,Pass,0,No,0,None,None
B000794,Antidepressant,Line 1,02-Mar-2025,2025,Team D,20.87,48.90,307.00,37.30,6.44,98.50,6.85,109.70,87.68,93.51,Pass,0,No,0,None,None
B001034,AED,Line 2,12-Jul-2025,2025,Team C,21.87,37.10,338.00,46.20,7.62,99.79,6.88,150.00,85.93,93.51,Pass,0,No,0,None,None
B001319,COX-2 Inhibitor,Line 3,10-Jul-2024,2024,Team B,22.21,33.91,381.00,39.70,6.27,99.13,6.65,118.00,89.37,95.47,Pass,0,No,0,None,None
B001404,GLP-1 Agonist,Line 1,18-Dec-2025,2025,Team C,21.84,39.76,271.00,51.10,7.38,99.48,7.11,140.60,83.74,93.51,Pass,0,No,0,None,None
B000333,COX-2 Inhibitor,Line 1,07-Aug-2025,2025,Team C,22.01,45.02,352.00,46.60,6.46,98.72,6.87,135.60,88.14,95.49,Pass,0,No,0,None,None
B001907,GLP-1 Agonist,Line 3,15-Jul-2024,2024,Team D,21.90,39.88,274.00,46.00,8.15,98.86,7.03,136.50,83.51,93.51,Pass,0,No,0,None,None
B000089,Antidepressant,Line 2,15-Dec-2024,2024,Team D,21.65,40.39,333.00,43.90,7.39,98.90,6.80,129.80,88.76,93.50,Pass,0,No,0,None,None
B000391,COX-2 Inhibitor,Line 1,07-Aug-2024,2024,Team A,21.25,33.34,357.00,35.10,7.07,98.93,6.32,112.90,89.35,95.49,Pass,0,No,0,None,None
B000181,AED,Line 3,29-Jan-2024,2024,Team C,22.04,45.16,311.00,52.60,7.94,99.12,7.11,149.30,82.55,93.50,Pass,0,No,0,None,None
B002497,COX-2 Inhibitor,Line 3,03-Jan-2024,2024,Team D,23.27,53.25,347.00,31.90,6.64,98.62,6.81,119.20,89.91,95.49,Pass,0,Yes,1,Equipment,Minor
B000825,AED,Line 3,24-May-2025,2025,Team C,22.76,48.43,303.00,49.70,7.53,98.76,6.79,110.90,85.38,93.50,Pass,0,No,0,None,None
B000872,Antidepressant,Line 1,11-Aug-2024,2024,Team B,22.10,42.82,307.00,40.60,7.28,99.05,6.89,130.20,90.46,93.50,Pass,0,No,0,None,None
B001075,AED,Line 1,02-Feb-2024,2024,Team D,22.28,53.93,320.00,57.20,7.08,99.07,7.23,133.90,84.87,93.50,Pass,0,No,0,None,None
B001203,AED,Line 1,21-Jun-2025,2025,Team D,21.40,44.72,300.00,48.30,7.89,99.00,6.82,137.90,87.35,93.50,Pass,0,No,0,None,None
B001260,AED,Line 1,17-Nov-2024,2024,Team C,22.19,47.87,296.00,45.70,6.95,98.68,6.94,141.30,89.18,93.50,Pass,0,No,0,None,None
B001606,Antidepressant,Line 1,09-Jun-2024,2024,Team B,21.62,36.67,288.00,33.90,6.36,98.98,6.79,108.00,87.17,93.50,Pass,0,No,0,None,None
B002605,Antidepressant,Line 2,24-Jun-2025,2025,Team A,22.17,44.98,318.00,49.10,7.88,99.04,6.92,151.60,87.00,93.50,Pass,0,No,0,None,None
B000277,GLP-1 Agonist,Line 2,08-Feb-2025,2025,Team D,22.18,32.27,319.00,54.50,8.87,99.34,6.80,151.60,86.30,93.49,Pass,0,No,0,None,None
B000869,Antidepressant,Line 2,07-Jul-2024,2024,Team C,21.75,37.26,325.00,35.60,6.87,98.89,6.69,109.60,86.87,93.49,Pass,0,No,0,None,None
B000985,Antidepressant,Line 2,14-Jul-2024,2024,Team B,21.84,39.47,304.00,51.60,7.34,98.80,6.66,135.80,84.61,93.49,Pass,0,No,0,None,None
B001497,AED,Line 2,30-Dec-2024,2024,Team D,22.76,44.43,330.00,46.60,7.94,98.74,6.78,126.60,91.72,93.49,Pass,0,No,0,None,None
B002314,Antidepressant,Line 2,16-May-2024,2024,Team D,22.01,43.21,312.00,37.90,7.87,99.70,6.81,110.10,87.88,93.49,Pass,0,No,0,None,None
B002771,Antidepressant,Line 3,25-Jul-2025,2025,Team A,22.96,38.30,323.00,34.00,7.73,99.33,6.79,116.70,,93.49,Pass,0,Yes,1,Process,Minor
B000528,AED,Line 1,24-Jul-2024,2024,Team C,21.37,43.07,316.00,41.80,6.57,98.92,6.96,132.70,88.79,93.48,Pass,0,No,0,None,None
B000696,GLP-1 Agonist,Line 2,28-Jul-2024,2024,Team C,21.90,38.88,313.00,48.90,7.64,98.55,7.08,139.20,85.28,93.48,Pass,0,No,0,None,None
B000891,GLP-1 Agonist,Line 1,08-Apr-2024,2024,Team A,21.37,46.76,307.00,48.80,8.65,98.92,7.13,145.00,86.80,93.48,Pass,0,No,0,None,None
B001759,AED,Line 1,10-Oct-2024,2024,Team D,21.02,41.04,346.00,39.00,6.90,99.20,6.94,131.60,90.93,93.48,Pass,0,No,0,None,None
B002170,GLP-1 Agonist,Line 1,12-Sep-2025,2025,Team C,21.55,39.11,333.00,58.60,8.14,98.46,7.13,150.10,80.11,93.48,Pass,0,No,0,None,None
B002525,AED,Line 1,17-Aug-2025,2025,Team D,20.80,42.83,286.00,41.00,8.39,99.45,6.81,126.10,88.12,93.48,Pass,0,No,0,None,None
B002272,COX-2 Inhibitor,Line 3,15-Dec-2024,2024,Team C,22.45,43.23,370.00,33.70,7.38,99.44,6.71,122.80,87.59,95.50,Pass,0,No,0,None,None
B002953,Antidepressant,Line 2,01-Mar-2024,2024,Team A,22.11,44.04,332.00,48.90,6.86,98.85,6.68,135.90,88.74,93.48,Pass,0,Yes,1,Process,Minor
B001739,GLP-1 Agonist,Line 1,15-Aug-2024,2024,Team C,21.58,42.67,263.00,49.20,8.32,99.08,6.93,144.00,86.95,93.47,Pass,0,No,0,None,None
B000761,COX-2 Inhibitor,Line 3,02-Apr-2024,2024,Team C,22.95,39.31,329.00,43.20,6.90,99.32,6.96,124.60,87.74,95.51,Failed,1,No,0,None,None
B002838,Antidepressant,Line 2,26-Sep-2025,2025,Team B,21.83,52.67,286.00,39.50,6.47,99.35,6.96,127.40,87.26,93.47,Pass,0,Yes,1,Material,Minor
B000831,COX-2 Inhibitor,Line 2,26-Jul-2025,2025,Team D,22.09,45.94,359.00,42.10,6.31,99.35,6.69,123.30,85.04,95.51,Pass,0,No,0,None,None
B000911,COX-2 Inhibitor,Line 2,18-Aug-2025,2025,Team D,22.10,48.12,340.00,39.30,6.29,99.14,6.82,114.30,91.92,95.52,Pass,0,No,0,None,None
B001340,GLP-1 Agonist,Line 3,14-Oct-2024,2024,Team D,22.54,39.91,276.00,52.40,8.56,98.81,6.88,163.30,,93.46,Pass,0,No,0,None,None
B001442,Antidepressant,Line 1,15-Aug-2024,2024,Team B,22.06,43.93,312.00,48.10,6.75,99.17,6.77,129.70,88.99,93.46,Pass,0,No,0,None,None
B002932,Antidepressant,Line 1,02-May-2024,2024,Team A,21.70,46.32,306.00,51.10,7.81,99.25,6.86,135.80,87.54,93.46,Pass,0,No,0,None,None
B000098,Antidepressant,Line 2,23-Mar-2024,2024,Team B,21.59,37.79,324.00,48.70,7.23,99.10,6.82,126.70,86.28,93.45,Pass,0,No,0,None,None
B000569,GLP-1 Agonist,Line 3,06-Jul-2024,2024,Team D,,42.50,262.00,45.00,8.38,98.90,7.10,135.60,82.67,93.45,Pass,0,No,0,None,None
B001400,GLP-1 Agonist,Line 3,28-May-2024,2024,Team C,21.49,44.51,345.00,50.00,7.54,98.37,7.18,136.10,85.22,93.45,Failed,1,No,0,None,None
B002023,Antidepressant,Line 3,25-Jul-2024,2024,Team D,21.89,44.85,318.00,43.30,7.75,99.03,6.81,107.10,85.30,93.45,Pass,0,No,0,None,None
B002704,AED,Line 3,19-Apr-2024,2024,Team A,21.42,33.63,309.00,33.20,6.44,98.86,6.66,125.60,89.16,93.45,Pass,0,No,0,None,None
B002947,GLP-1 Agonist,Line 1,10-Sep-2025,2025,Team D,22.06,50.96,309.00,50.30,8.06,99.30,7.27,145.20,83.01,93.45,Pass,0,No,0,None,None
B000255,Antidepressant,Line 1,27-Jan-2025,2025,Team D,22.07,36.71,327.00,39.10,6.89,99.15,6.81,133.20,87.09,93.44,Pass,0,No,0,None,None
B000764,Antidepressant,Line 1,22-Jan-2024,2024,Team D,21.65,52.15,332.00,40.80,8.02,99.13,6.89,141.70,89.58,93.44,Pass,0,No,0,None,None
B000808,Antidepressant,Line 2,29-Apr-2025,2025,Team C,21.67,37.92,329.00,37.50,7.49,98.68,6.60,121.10,,93.44,Pass,0,No,0,None,None
B000926,Antidepressant,Line 2,20-May-2025,2025,Team C,22.63,37.70,328.00,33.10,6.18,99.04,6.76,124.90,88.65,93.44,Pass,0,No,0,None,None
B001839,COX-2 Inhibitor,Line 1,12-Feb-2024,2024,Team C,21.61,42.90,321.00,36.90,6.43,99.28,6.59,120.70,89.69,95.54,Pass,0,No,0,None,None
B001460,GLP-1 Agonist,Line 3,24-Apr-2025,2025,Team C,22.00,46.10,318.00,49.10,8.22,99.18,6.86,140.90,83.89,93.44,Pass,0,No,0,None,None
B001730,GLP-1 Agonist,Line 2,08-Feb-2025,2025,Team C,22.28,47.79,323.00,45.60,7.77,99.33,7.21,128.20,,93.44,Pass,0,No,0,None,None
B002003,AED,Line 3,17-Sep-2025,2025,Team A,21.85,46.66,320.00,45.50,8.32,98.93,7.00,143.50,84.15,93.44,Pass,0,No,0,None,None
B002351,Antidepressant,Line 3,11-Dec-2024,2024,Team A,21.72,45.86,332.00,46.40,7.02,99.04,6.98,126.20,86.89,93.44,Pass,0,No,0,None,None
B000553,Antidepressant,Line 2,24-Nov-2024,2024,Team C,21.84,45.98,294.00,32.50,6.96,99.32,6.88,117.80,88.22,93.43,Pass,0,No,0,None,None
B000587,Antidepressant,Line 2,10-Aug-2025,2025,Team D,21.49,46.74,313.00,43.30,6.42,98.71,6.86,135.40,85.66,93.43,Pass,0,No,0,None,None
B001457,Antidepressant,Line 1,17-Jan-2024,2024,Team A,22.02,43.13,314.00,48.50,6.98,98.98,6.74,127.70,89.25,93.43,Pass,0,No,0,None,None
B001748,GLP-1 Agonist,Line 2,23-Oct-2024,2024,Team B,21.38,36.50,283.00,47.30,8.33,98.66,6.91,156.10,86.73,93.43,Pass,0,No,0,None,None
B001830,GLP-1 Agonist,Line 3,05-Mar-2024,2024,Team C,21.72,46.02,308.00,52.80,8.19,98.96,7.00,149.50,84.42,93.43,Pass,0,No,0,None,None
B002549,GLP-1 Agonist,Line 3,29-Feb-2024,2024,Team D,21.34,41.00,302.00,46.00,8.14,99.16,6.76,140.40,83.68,93.43,Failed,1,No,0,None,None
B000132,AED,Line 3,08-Oct-2025,2025,Team D,22.26,39.50,311.00,50.50,7.24,98.68,7.07,134.50,,93.42,Pass,0,No,0,None,None
B000303,GLP-1 Agonist,Line 1,07-Sep-2025,2025,Team B,22.31,37.23,287.00,50.80,8.54,99.13,6.95,131.10,88.62,93.42,Pass,0,No,0,None,None
B000472,GLP-1 Agonist,Line 2,16-Oct-2024,2024,Team A,21.53,40.12,290.00,48.10,7.39,98.66,6.88,133.00,87.47,93.42,Pass,0,No,0,None,None
B000857,COX-2 Inhibitor,Line 3,09-Jun-2024,2024,Team A,21.53,44.78,351.00,32.40,6.38,99.28,6.91,125.00,93.01,95.55,Pass,0,No,0,None,None
B000928,AED,Line 3,03-Jun-2025,2025,Team B,,49.70,338.00,51.20,7.93,98.71,6.93,141.40,83.57,93.42,Pass,0,No,0,None,None
B001329,Antidepressant,Line 3,02-Nov-2025,2025,Team D,23.69,37.73,316.00,36.40,7.41,98.60,6.79,117.70,87.74,93.42,Pass,0,No,0,None,None
B001086,COX-2 Inhibitor,Line 3,06-Sep-2025,2025,Team D,21.16,,329.00,39.80,7.05,99.44,6.49,115.90,90.15,95.56,Pass,0,No,0,None,None
B002416,Antidepressant,Line 2,29-Jan-2024,2024,Team A,22.23,45.38,351.00,39.10,7.31,99.17,6.86,115.90,86.63,93.42,Pass,0,No,0,None,None
B000361,AED,Line 1,06-Oct-2024,2024,Team A,21.87,41.22,318.00,40.80,7.77,98.79,6.84,112.90,89.62,93.41,Pass,0,No,0,None,None
B001196,Antidepressant,Line 2,21-Jan-2025,2025,Team B,22.69,35.06,314.00,38.50,6.85,98.73,6.63,111.50,86.77,93.41,Pass,0,No,0,None,None
B002667,AED,Line 1,22-Feb-2025,2025,Team B,21.33,43.52,307.00,51.20,8.51,98.89,6.90,157.20,88.61,93.41,Pass,0,No,0,None,None
B001846,COX-2 Inhibitor,Line 1,24-Apr-2025,2025,Team B,21.94,52.64,331.00,38.10,7.05,98.83,6.87,110.60,89.58,95.56,Pass,0,No,0,None,None
B002750,Antidepressant,Line 3,17-Jan-2024,2024,Team C,23.12,37.16,316.00,47.20,7.26,99.25,6.59,116.90,89.61,93.41,Pass,0,No,0,None,None
B000563,AED,Line 3,27-May-2024,2024,Team C,21.51,37.64,310.00,41.80,7.75,99.03,6.86,126.30,85.84,93.40,Pass,0,No,0,None,None
B000683,Antidepressant,Line 2,19-Oct-2024,2024,Team D,22.13,42.11,324.00,48.20,7.99,99.02,6.60,135.40,87.84,93.40,Pass,0,No,0,None,None
B001037,GLP-1 Agonist,Line 1,05-Aug-2024,2024,Team D,20.49,30.82,290.00,60.20,7.54,99.13,6.68,134.30,84.60,93.40,Pass,0,No,0,None,None
B001130,AED,Line 3,17-Nov-2025,2025,Team B,23.18,39.85,313.00,44.90,7.10,98.92,6.85,133.60,88.43,93.40,Pass,0,No,0,None,None
B001210,GLP-1 Agonist,Line 1,26-May-2025,2025,Team C,21.36,42.73,265.00,51.50,7.80,99.19,6.94,147.80,86.45,93.40,Pass,0,No,0,None,None
B001502,AED,Line 2,15-Oct-2024,2024,Team A,22.42,37.83,328.00,43.30,7.47,98.85,6.93,129.00,88.23,93.40,Pass,0,No,0,None,None
B001602,Antidepressant,Line 3,30-May-2025,2025,Team B,21.85,44.58,330.00,35.80,7.81,98.70,7.04,125.20,89.12,93.40,Pass,0,No,0,None,None
B001646,GLP-1 Agonist,Line 3,16-Feb-2024,2024,Team B,21.00,31.30,321.00,44.70,8.31,99.49,7.06,144.10,90.33,93.40,Pass,0,No,0,None,None
B002777,COX-2 Inhibitor,Line 3,28-Aug-2025,2025,Team B,22.64,46.15,381.00,38.20,7.08,99.43,6.55,104.60,86.87,95.56,Pass,0,No,0,None,None
B000584,GLP-1 Agonist,Line 3,31-Dec-2024,2024,Team D,21.64,36.85,292.00,49.40,8.82,99.04,6.89,128.30,86.16,93.39,Pass,0,No,0,None,None
B000707,AED,Line 1,27-Oct-2025,2025,Team B,21.61,41.76,319.00,40.60,7.52,99.18,6.74,,89.45,93.39,Pass,0,No,0,None,None
B001651,Antidepressant,Line 3,07-Jul-2025,2025,Team B,22.47,49.48,328.00,41.30,7.64,99.11,6.70,127.00,86.64,93.39,Pass,0,No,0,None,None
B001900,Antidepressant,Line 3,02-Aug-2025,2025,Team D,21.55,38.25,324.00,37.90,7.37,98.72,6.59,117.50,89.93,93.39,Pass,0,No,0,None,None
B001954,AED,Line 3,03-Aug-2025,2025,Team D,22.30,43.40,314.00,44.00,7.33,98.65,,135.40,88.51,93.39,Pass,0,No,0,None,None
B002041,GLP-1 Agonist,Line 1,13-Dec-2024,2024,Team C,21.14,35.95,304.00,51.60,7.72,99.08,6.87,134.10,86.67,93.39,Pass,0,No,0,None,None
B002070,GLP-1 Agonist,Line 2,24-Jun-2025,2025,Team A,21.76,45.13,303.00,52.70,7.88,98.91,7.13,132.90,85.78,93.39,Pass,0,No,0,None,None
B002901,GLP-1 Agonist,Line 3,17-Jun-2024,2024,Team C,22.59,,314.00,45.00,8.02,98.75,6.85,139.20,86.74,93.39,Pass,0,No,0,None,None
B000293,AED,Line 2,09-Dec-2024,2024,Team B,21.59,41.91,331.00,47.60,7.25,98.74,7.04,145.60,83.88,93.38,Pass,0,No,0,None,None
B000392,Antidepressant,Line 3,03-Mar-2025,2025,Team B,21.66,34.63,341.00,44.80,7.10,99.18,6.70,109.20,86.21,93.38,Pass,0,No,0,None,None
B000667,AED,Line 1,28-Oct-2024,2024,Team B,21.48,38.33,323.00,43.60,7.02,99.88,6.81,134.20,89.48,93.38,Pass,0,No,0,None,None
B000889,Antidepressant,Line 3,05-Jan-2025,2025,Team D,20.97,36.29,311.00,39.60,7.40,99.20,6.62,128.00,85.90,93.38,Pass,0,No,0,None,None
B002928,COX-2 Inhibitor,Line 3,11-Feb-2025,2025,Team D,23.93,30.70,329.00,36.50,7.54,99.71,6.77,121.40,87.41,95.56,Pass,0,No,0,None,None
B000144,COX-2 Inhibitor,Line 1,25-Nov-2025,2025,Team A,22.25,40.31,337.00,31.00,7.00,99.19,6.69,114.50,89.50,95.58,Pass,0,No,0,None,None
B001511,Antidepressant,Line 2,04-Jul-2025,2025,Team D,22.50,56.79,319.00,40.70,7.11,98.74,7.10,128.90,86.17,93.37,Pass,0,No,0,None,None
B001755,GLP-1 Agonist,Line 3,20-May-2024,2024,Team D,21.34,41.44,283.00,60.10,9.30,98.93,6.92,149.30,84.30,93.37,Pass,0,No,0,None,None
B002095,AED,Line 3,24-Oct-2025,2025,Team B,21.60,45.03,319.00,47.70,7.63,99.20,6.81,126.40,85.16,93.37,Pass,0,No,0,None,None
B002259,Antidepressant,Line 2,28-Aug-2025,2025,Team B,22.83,32.05,323.00,46.60,6.53,99.59,6.64,130.00,85.07,93.37,Pass,0,No,0,None,None
B002414,GLP-1 Agonist,Line 1,04-Apr-2024,2024,Team C,20.63,36.47,283.00,52.80,8.19,98.56,6.71,133.30,86.88,93.37,Pass,0,No,0,None,None
B000804,COX-2 Inhibitor,Line 1,31-Mar-2025,2025,Team A,22.48,37.56,319.00,38.90,6.36,99.31,6.89,117.10,90.17,95.58,Pass,0,No,0,None,None
B002618,AED,Line 3,26-Oct-2025,2025,Team A,21.00,47.46,291.00,36.10,6.72,99.00,7.01,110.80,91.12,93.37,Pass,0,No,0,None,None
B002828,Antidepressant,Line 1,23-Oct-2024,2024,Team C,22.22,48.75,349.00,49.30,6.09,98.83,6.98,137.90,89.08,93.37,Pass,0,No,0,None,None
B002969,COX-2 Inhibitor,Line 2,30-Dec-2024,2024,Team B,22.37,48.82,320.00,42.60,6.53,98.10,6.89,127.50,87.45,95.58,Pass,0,No,0,None,None
B001235,Antidepressant,Line 1,06-Aug-2025,2025,Team A,22.94,41.45,307.00,36.20,7.17,98.86,6.69,116.10,86.90,93.36,Pass,0,No,0,None,None
B001267,Antidepressant,Line 2,18-May-2024,2024,Team C,21.38,43.13,283.00,45.30,7.31,98.73,7.13,126.10,85.13,93.36,Pass,0,No,0,None,None
B001777,COX-2 Inhibitor,Line 2,17-Feb-2025,2025,Team D,22.37,44.51,342.00,47.40,7.40,98.82,6.85,131.60,86.26,95.63,Pass,0,No,0,None,None
B001644,Antidepressant,Line 1,01-Feb-2025,2025,Team D,21.50,46.49,327.00,51.50,7.49,99.67,6.75,135.90,88.44,93.36,Pass,0,No,0,None,None
B000122,COX-2 Inhibitor,Line 1,30-Oct-2025,2025,Team C,21.34,42.63,326.00,41.00,7.52,98.93,6.51,120.10,88.14,95.64,Pass,0,No,0,None,None
B001803,Antidepressant,Line 1,26-Mar-2025,2025,Team D,22.97,38.07,299.00,30.50,6.91,99.17,6.92,120.60,88.57,93.36,Pass,0,No,0,None,None
B001950,AED,Line 3,25-Jul-2024,2024,Team C,20.90,52.70,337.00,45.60,7.51,98.73,7.06,145.20,83.60,93.36,Pass,0,No,0,None,None
B002016,GLP-1 Agonist,Line 1,24-Jun-2024,2024,Team A,20.55,38.65,321.00,50.50,7.72,,6.99,147.40,83.98,93.36,Pass,0,No,0,None,None
B002129,Antidepressant,Line 3,07-Feb-2025,2025,Team B,21.33,46.01,317.00,38.00,8.10,98.91,6.98,125.10,86.72,93.36,Pass,0,No,0,None,None
B002612,AED,Line 3,05-Feb-2025,2025,Team B,22.61,43.70,335.00,55.10,8.61,98.30,7.11,151.80,86.25,93.36,Pass,0,No,0,None,None
B002904,AED,Line 3,01-Jan-2025,2025,Team B,23.19,53.41,313.00,46.30,8.26,99.17,7.07,137.50,90.07,93.36,Pass,0,No,0,None,None
B000350,Antidepressant,Line 2,08-Dec-2024,2024,Team B,20.61,31.96,302.00,35.60,6.98,99.35,6.58,128.60,89.01,93.35,Pass,0,No,0,None,None
B000388,AED,Line 3,13-Jun-2024,2024,Team B,22.69,37.92,311.00,38.50,6.43,99.27,6.98,142.50,86.75,93.35,Pass,0,No,0,None,None
B000154,COX-2 Inhibitor,Line 1,21-Oct-2025,2025,Team C,23.69,42.51,343.00,40.40,6.40,98.94,6.74,127.00,87.04,95.64,Pass,0,No,0,None,None
B001411,AED,Line 2,27-Dec-2025,2025,Team D,20.94,36.26,326.00,45.40,8.13,99.28,6.87,,89.64,93.35,Pass,0,No,0,None,None
B001552,GLP-1 Agonist,Line 3,28-Sep-2024,2024,Team B,21.14,38.92,295.00,40.30,8.59,98.73,6.88,142.60,87.08,93.35,Pass,0,No,0,None,None
B001598,Antidepressant,Line 1,02-Jan-2024,2024,Team C,22.06,49.51,332.00,51.30,6.92,98.94,6.83,134.60,86.83,93.35,Pass,0,No,0,None,None
B001934,AED,Line 1,11-Oct-2024,2024,Team C,21.08,42.81,308.00,49.80,8.01,99.03,6.98,137.40,86.96,93.35,Pass,0,No,0,None,None
B002189,Antidepressant,Line 3,10-Jun-2024,2024,Team D,20.44,41.39,341.00,47.10,7.69,99.59,6.80,130.70,82.96,93.35,Pass,0,No,0,None,None
B001072,COX-2 Inhibitor,Line 2,25-Sep-2025,2025,Team A,21.08,37.74,365.00,39.70,7.16,98.58,6.69,129.60,90.49,95.64,Pass,0,No,0,None,None
B002384,Antidepressant,Line 1,26-Aug-2024,2024,Team B,22.62,44.54,309.00,56.30,6.93,98.79,7.02,126.70,87.42,93.35,Pass,0,No,0,None,None
B002624,AED,Line 2,26-Dec-2025,2025,Team B,21.14,44.66,286.00,43.00,6.46,99.28,6.84,126.00,87.61,93.35,Pass,0,No,0,None,None
B000482,Antidepressant,Line 3,06-Jan-2025,2025,Team C,21.85,48.70,318.00,45.20,7.20,98.57,,125.40,89.14,93.34,Pass,0,No,0,None,None
B000634,GLP-1 Agonist,Line 2,09-Feb-2025,2025,Team C,22.06,36.68,307.00,47.60,7.97,98.60,6.99,141.60,87.52,93.34,Pass,0,No,0,None,None
B001967,COX-2 Inhibitor,Line 2,29-Jul-2025,2025,Team B,23.01,45.20,352.00,39.40,6.47,98.99,6.64,116.70,89.24,95.64,Pass,0,No,0,None,None
B002185,GLP-1 Agonist,Line 1,08-Oct-2024,2024,Team C,22.74,41.99,295.00,50.40,7.65,99.01,7.15,144.80,89.27,93.34,Pass,0,No,0,None,None
B002696,Antidepressant,Line 1,08-Mar-2025,2025,Team B,20.97,37.35,320.00,51.40,8.44,99.09,6.55,136.00,85.00,93.34,Pass,0,Yes,1,Process,Minor
B002827,GLP-1 Agonist,Line 3,30-Jun-2025,2025,Team A,22.32,32.73,294.00,45.40,8.27,98.95,6.55,140.30,87.68,93.34,Pass,0,No,0,None,None
